search URL:,https://patents.google.com/?q=force&q=feedback&q=UI&oq=force+feedback+UI+,,,,,,,,,,,
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link,,,
US-2014176565-A1,Computer implemented methods and systems for generating virtual body models for garment fit visualisation ,Metail Limited,"Tom Adeyoola, Nick Brown, Duncan Robertson, Tom Warren, Nikki Trott, Edward Herbert, Jim Downing, Nick Day, Robert Boland, Tom Boucher, Joe Townsend, Edward Clay, Anoop Unadkat",2011-02-17,2012-02-17,2014-06-26,,https://patents.google.com/patent/US20140176565A1/en,https://patentimages.storage.googleapis.com/df/2a/2e/b763c07d074245/US20140176565A1-20140626-D00000.png,,,
US-2015228120-A1,Spatial location presentation in head worn computing ,"Osterhout Group, Inc.","Ralph F. Osterhout, Robert Michael Lohse",2014-02-11,2014-10-17,2015-08-13,,https://patents.google.com/patent/US20150228120A1/en,https://patentimages.storage.googleapis.com/56/ea/8f/ec5324c813c4a5/US20150228120A1-20150813-D00000.png,,,
US-2014143737-A1,Transition and Interaction Model for Wearable Electronic Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Lining Yao, John Snavely, Eva-Maria Offenberg, Link Chun Huang, Cathy Kim",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140143737A1/en,https://patentimages.storage.googleapis.com/2b/3c/c7/380f007a81d12e/US20140143737A1-20140522-D00000.png,,,
US-2014362056-A1,"Device, method, and graphical user interface for moving user interface objects ",Apple Inc.,"Nicholas Zambetti, Chanaka G. Karunamuni, Imran Chaudhri, Christopher P. FOSS, Eugene M. BISTOLAS, Kyle S. MACOMBER, Keith W. RAUENBUEHLER, Lee S. BROUGHTON, Arnold FREIDLING",2013-06-09,2014-05-29,2014-12-11,,https://patents.google.com/patent/US20140362056A1/en,https://patentimages.storage.googleapis.com/ac/34/03/09d431b98b2ae8/US20140362056A1-20141211-D00000.png,,,
US-2015355466-A1,Optical configurations for head-worn see-through displays ,"Osterhout Group, Inc.",John N. Border,2014-06-05,2014-06-05,2015-12-10,,https://patents.google.com/patent/US20150355466A1/en,https://patentimages.storage.googleapis.com/85/ea/0e/a7d5dd9f179711/US20150355466A1-20151210-D00000.png,,,
US-2015294156-A1,Sight information collection in head worn computing ,"Osterhout Group, Inc.","John N. Border, John Haddick, Edward H. Nortrup",2014-04-14,2014-04-14,2015-10-15,,https://patents.google.com/patent/US20150294156A1/en,https://patentimages.storage.googleapis.com/0f/8f/8c/bdf2fcd4f82470/US20150294156A1-20151015-D00000.png,,,
US-2015287048-A1,Sight information collection in head worn computing ,"Osterhout Group, Inc.","Edward H. Nortrup, John N. Border",2014-04-03,2014-04-03,2015-10-08,,https://patents.google.com/patent/US20150287048A1/en,https://patentimages.storage.googleapis.com/ad/99/61/4c5df63a62f5f5/US20150287048A1-20151008-D00000.png,,,
US-2016049008-A1,Content presentation in head worn computing ,"Osterhout Group, Inc.","John D. Haddick, John N. Border",2014-08-12,2014-10-17,2016-02-18,,https://patents.google.com/patent/US20160049008A1/en,https://patentimages.storage.googleapis.com/31/76/f6/e420e7c5d9b359/US20160049008A1-20160218-D00000.png,,,
US-2012229882-A1,Rearview assembly for a vehicle ,Gentex Corporation,"Richard T. Fish, JR., Danny L. Minikey, JR., Mark R. Roth, David J. Cammenga, George A. Neuman, William L. Tonar, Gary J. Dozeman, Joel A. Stray",2010-07-08,2012-05-11,2012-09-13,,https://patents.google.com/patent/US20120229882A1/en,https://patentimages.storage.googleapis.com/3a/78/70/79626f59a53df0/US20120229882A1-20120913-D00000.png,,,
US-2016015470-A1,Content presentation in head worn computing ,"Osterhout Group, Inc.",John N. Border,2014-07-15,2014-07-22,2016-01-21,,https://patents.google.com/patent/US20160015470A1/en,https://patentimages.storage.googleapis.com/b6/32/b8/66a33625b097e4/US20160015470A1-20160121-D00000.png,,,
US-2010030262-A1,Anchor delivery system with replaceable cartridge ,"Neotract, Inc.","Matthew McLean, Mitchell C. Barham, Michael Wei, Floria Cheng, Andrew L. Johnston, Michael Gearhart, Joseph Catanese, III, Theodore C. Lamson, Joshua Makower",2005-05-20,2009-07-30,2010-02-04,,https://patents.google.com/patent/US20100030262A1/en,https://patentimages.storage.googleapis.com/US20100030262A1/US20100030262A1-20100204-D00000.png,,,
US-2015356777-A1,Content presentation in head worn computing ,"Osterhout Group, Inc.","Ralph F. Osterhout, John D. Haddick, Robert Michael Lohse, John N. Border, Nima L. Shams",2014-06-09,2014-06-19,2015-12-10,,https://patents.google.com/patent/US20150356777A1/en,https://patentimages.storage.googleapis.com/b3/e3/23/b7dd459ad5d13f/US20150356777A1-20151210-D00000.png,,,
US-2015331241-A1,Content position calibration in head worn computing ,"Osterhout Group, Inc.",John D. Haddick,2014-05-19,2014-05-19,2015-11-19,,https://patents.google.com/patent/US20150331241A1/en,https://patentimages.storage.googleapis.com/41/d8/23/36b680ba180c4e/US20150331241A1-20151119-D00000.png,,,
US-2014139422-A1,User Gesture Input to Wearable Electronic Device Involving Outward-Facing Sensor of Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi, Lining Yao, John Snavely",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140139422A1/en,https://patentimages.storage.googleapis.com/f7/b2/14/1ba42a37a99244/US20140139422A1-20140522-D00000.png,,,
US-2016018647-A1,See-through computer display systems ,"Osterhout Group, Inc.","Ralph F. Osterhout, John N. Border, Robert Michael Lohse, John D. Haddick, Nima L. Shams",2014-01-21,2015-06-17,2016-01-21,,https://patents.google.com/patent/US20160018647A1/en,https://patentimages.storage.googleapis.com/6f/96/db/267c9149054367/US20160018647A1-20160121-D00000.png,,,
US-2015169953-A1,Eye imaging in head worn computing ,"Osterhout Group, Inc.","John N. Border, John Haddick, Joseph Bietry",2008-12-16,2014-11-05,2015-06-18,,https://patents.google.com/patent/US20150169953A1/en,https://patentimages.storage.googleapis.com/89/1c/d7/986f5bede24863/US20150169953A1-20150618-D00000.png,,,
US-2014015743-A1,Flexible display apparatus and operating method thereof ,"Samsung Electronics Co., Ltd.","Joon-kyu Seo, Hyun-Jin Kim, Nipun Kumar, Yong-yeon Lee, Chang-Soo Lee",2012-07-11,2012-10-05,2014-01-16,,https://patents.google.com/patent/US20140015743A1/en,https://patentimages.storage.googleapis.com/73/28/3b/05eef1e3b9ec79/US20140015743A1-20140116-D00000.png,,,
US-2014222521-A1,Intelligent management and compliance verification in distributed work flow environments ,"Ibms, Llc",Mitchell Barry Chait,2013-02-07,2013-02-07,2014-08-07,,https://patents.google.com/patent/US20140222521A1/en,https://patentimages.storage.googleapis.com/4d/db/ae/e221fc1ee1d46d/US20140222521A1-20140807-D00000.png,,,
US-2015201836-A1,Eye imaging in head worn computing ,"Osterhout Group, Inc.","John N. Border, John Haddick, Joseph Bietry",2014-01-21,2014-11-05,2015-07-23,,https://patents.google.com/patent/US20150201836A1/en,https://patentimages.storage.googleapis.com/af/68/b7/8f20a5c0742c6c/US20150201836A1-20150723-D00000.png,,,
US-2015309562-A1,In-vehicle use in head worn computing ,"Osterhout Group, Inc.","Nima L. Shams, John N. Border, John D. Haddick, Edward H. Nortrup",2014-04-25,2014-04-25,2015-10-29,,https://patents.google.com/patent/US20150309562A1/en,https://patentimages.storage.googleapis.com/45/80/73/b13f1936f0533e/US20150309562A1-20151029-D00000.png,,,
US-2016131912-A1,See-through computer display systems ,"Osterhout Group, Inc.","John N. Border, Joseph Bietry, John D. Haddick",2014-01-21,2015-10-15,2016-05-12,,https://patents.google.com/patent/US20160131912A1/en,https://patentimages.storage.googleapis.com/62/9a/8e/dd20cca7cced57/US20160131912A1-20160512-D00000.png,,,
US-2016116979-A1,Eye glint imaging in see-through computer display systems ,"Osterhout Group, Inc.",John N. Border,2014-01-21,2015-10-15,2016-04-28,,https://patents.google.com/patent/US20160116979A1/en,https://patentimages.storage.googleapis.com/99/d2/7c/d8a64f8175c9b1/US20160116979A1-20160428-D00000.png,,,
US-2016062121-A1,See-through computer display systems ,"Osterhout Group, Inc.","John N. Border, Joseph Bietry, John D. Haddick",2014-01-21,2015-07-30,2016-03-03,,https://patents.google.com/patent/US20160062121A1/en,https://patentimages.storage.googleapis.com/aa/2b/47/c5e131cd1110f8/US20160062121A1-20160303-D00000.png,,,
US-2015301593-A1,Eye imaging in head worn computing ,"Osterhout Group, Inc.","John N. Border, John Haddick, Joseph Bietry",2014-01-21,2014-04-16,2015-10-22,,https://patents.google.com/patent/US20150301593A1/en,https://patentimages.storage.googleapis.com/b5/3e/fe/4f820cd1e929f8/US20150301593A1-20151022-D00000.png,,,
US-2015356772-A1,Content presentation in head worn computing ,"Osterhout Group, Inc.","Ralph F. Osterhout, John D. Haddick, Robert Michael Lohse, John N. Border, Nima L. Shams",2014-06-09,2014-06-09,2015-12-10,,https://patents.google.com/patent/US20150356772A1/en,https://patentimages.storage.googleapis.com/ba/8a/5d/eaee7ad4ce4895/US20150356772A1-20151210-D00000.png,,,
US-2015302647-A1,Spatial location presentation in head worn computing ,"Osterhout Group, Inc.","Ralph F. Osterhout, Robert Michael Lohse",2014-02-11,2014-10-17,2015-10-22,,https://patents.google.com/patent/US20150302647A1/en,https://patentimages.storage.googleapis.com/f4/70/83/946b0269e353ec/US20150302647A1-20151022-D00000.png,,,
US-2013170013-A1,Automotive rearview mirror with capacitive switches ,Gentex Corporation,"William L. Tonar, Mark D. Bugno, Mark R. Roth, David J. Cammenga, Danny L. Minikey, JR., Joel A. Stray, George A. Neuman",2002-09-30,2011-07-07,2013-07-04,,https://patents.google.com/patent/US20130170013A1/en,https://patentimages.storage.googleapis.com/ff/22/d5/a344a776d39d4a/US20130170013A1-20130704-D00000.png,,,
US-2016116745-A1,See-through computer display systems ,"Osterhout Group, Inc.","Ralph F. Osterhout, Robert Michael Lohse",2014-01-21,2015-09-22,2016-04-28,,https://patents.google.com/patent/US20160116745A1/en,https://patentimages.storage.googleapis.com/bb/37/8e/a7d5cc1ad4c7e2/US20160116745A1-20160428-D00000.png,,,
US-2016109709-A1,See-through computer display systems ,"Osterhout Group, Inc.",Ralph F. Osterhout,2014-01-21,2015-09-17,2016-04-21,,https://patents.google.com/patent/US20160109709A1/en,https://patentimages.storage.googleapis.com/af/a7/5a/7775e1d5b9f2c2/US20160109709A1-20160421-D00000.png,,,
US-2014059640-A9,Adapting Network Policies Based on Device Service Processor Configuration ,"Gregory G. Raleigh, James Lavine","Gregory G. Raleigh, James Lavine",2009-03-02,2011-09-20,2014-02-27,,https://patents.google.com/patent/US20140059640A9/en,https://patentimages.storage.googleapis.com/c1/e4/dd/1e4314689702c7/US20140059640A9-20140227-D00000.png,,,
US-2016019715-A1,Content presentation in head worn computing ,"Osterhout Group, Inc.","John D. Haddick, Nima L. Shams, Ralph F. Osterhout, John N. Border, Robert Michael Lohse",2014-07-15,2014-07-15,2016-01-21,,https://patents.google.com/patent/US20160019715A1/en,https://patentimages.storage.googleapis.com/ab/ce/d7/b9a3585c083d01/US20160019715A1-20160121-D00000.png,,,
US-2016091719-A1,See-through computer display systems ,"Osterhout Group, Inc.",John N. Border,2014-09-26,2014-10-02,2016-03-31,,https://patents.google.com/patent/US20160091719A1/en,https://patentimages.storage.googleapis.com/b0/37/a2/dd1d47e6190add/US20160091719A1-20160331-D00000.png,,,
US-2016048021-A1,Measuring content brightness in head worn computing ,"Osterhout Group, Inc.",John N. Border,2014-08-12,2014-08-12,2016-02-18,,https://patents.google.com/patent/US20160048021A1/en,https://patentimages.storage.googleapis.com/9d/6e/9d/7e9de33a5eacc5/US20160048021A1-20160218-D00000.png,,,
US-2016133201-A1,Power management for head worn computing ,"Osterhout Group, Inc.","John N. Border, John Haddick, Robert Michael Lohse, Ralph F. Osterhout, Edward H. Nortrup, Nima L. Shams",2014-11-07,2015-06-16,2016-05-12,,https://patents.google.com/patent/US20160133201A1/en,https://patentimages.storage.googleapis.com/7b/47/3b/cf84b1db10cfbd/US20160133201A1-20160512-D00000.png,,,
US-2014139454-A1,User Gesture Input to Wearable Electronic Device Involving Movement of Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi, Lining Yao, John Snavely",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140139454A1/en,https://patentimages.storage.googleapis.com/53/c1/64/09bf0891a2604d/US20140139454A1-20140522-D00000.png,,,
US-2016085071-A1,See-through computer display systems ,"Osterhout Group, Inc.",John N. Border,2014-09-18,2014-09-18,2016-03-24,,https://patents.google.com/patent/US20160085071A1/en,https://patentimages.storage.googleapis.com/12/e3/64/a9f74a4d085fdb/US20160085071A1-20160324-D00000.png,,,
US-2008091448-A1,System and method of integrating enterprise applications ,"Niheu Eric K, Blakey Robert V, Chiu Sherwin S, Roger Haynie","Eric K. Niheu, Robert V. Blakey, Sherwin S. Chiu, Roger Haynie",2006-10-16,2006-10-16,2008-04-17,,https://patents.google.com/patent/US20080091448A1/en,https://patentimages.storage.googleapis.com/US20080091448A1/US20080091448A1-20080417-D00000.png,,,
US-2013296908-A1,Techniques for cutting and coagulating tissue for ultrasonic surgical instruments ,"Ethicon Endo-Surgery, Inc.","John B. Schulte, Daniel W. Price, Jeffery T. Kirk, Jose Domingo Vasquez, Timothy G. Dietz, Richard C. Smith, Ryan M. Asher, Jeffrey L. Aldridge, Richard W. Timm, Craig T. Davis, Amy L. Marcotte, David A. Witt, Karalyn R. Tellio, Jeffrey D. Messerly, Brian D. Bertke, Eitan T. Wiener, David C. Yates, James R. Giordano",2012-04-09,2013-03-15,2013-11-07,,https://patents.google.com/patent/US20130296908A1/en,https://patentimages.storage.googleapis.com/4d/c1/eb/b791e7f1cd689e/US20130296908A1-20131107-D00000.png,,,
US-2016161743-A1,See-through computer display systems ,"Osterhout Group, Inc.","Ralph F. Osterhout, Robert Michael Lohse, Nima L. Shams, John D. Haddick, John N. Border",2014-12-03,2014-12-03,2016-06-09,,https://patents.google.com/patent/US20160161743A1/en,https://patentimages.storage.googleapis.com/ca/aa/46/a70665988757e2/US20160161743A1-20160609-D00000.png,,,
US-2009234521-A1,System and Method For Managing An Amount of Stored Energy in a Powered System ,"Ajith Kuttannair Kumar, Wolfgang Daum, Steven Gray, John Dineen","Ajith Kuttannair Kumar, Wolfgang Daum, Steven Gray, John Dineen",2008-03-11,2008-06-11,2009-09-17,,https://patents.google.com/patent/US20090234521A1/en,https://patentimages.storage.googleapis.com/US20090234521A1/US20090234521A1-20090917-D00000.png,,,
US-2010262321-A1,"System, Method and Computer Software Code for Optimizing Train Operations Considering Rail Car Parameters ","Wolfgang Daum, John Erik Hershey, David Michael Peltz, Glenn Robert Shaffer, Joseph Forrest Noffsinger, John Borntraeger, Ajith Kumar","Wolfgang Daum, John Erik Hershey, David Michael Peltz, Glenn Robert Shaffer, Joseph Forrest Noffsinger, John Borntraeger, Ajith Kumar",2006-03-20,2007-01-09,2010-10-14,,https://patents.google.com/patent/US20100262321A1/en,https://patentimages.storage.googleapis.com/US20100262321A1/US20100262321A1-20101014-D00000.png,,,
US-2016147065-A1,See-through computer display systems ,"Osterhout Group, Inc.","John N. Border, John N. Haddick",2014-11-26,2015-02-10,2016-05-26,,https://patents.google.com/patent/US20160147065A1/en,https://patentimages.storage.googleapis.com/0d/a3/19/43bdda23ef57c6/US20160147065A1-20160526-D00000.png,,,
US-2014180711-A1,"Computer-Implemented Method, System, and Apparatus for Electronic Patient Care ",Deka Products Limited Partnership,"Dean Kamen, John J. Biasi, Richard M. Newman, Eric L. Pribyl, John M. Kerwin, Rahul Gupta",2010-01-22,2013-12-20,2014-06-26,,https://patents.google.com/patent/US20140180711A1/en,https://patentimages.storage.googleapis.com/28/1f/60/ca73283488c063/US20140180711A1-20140626-D00000.png,,,
US-2016187651-A1,Safety for a vehicle operator with an hmd ,"Osterhout Group, Inc.","John N. Border, Edward N. Nortrup",2014-03-28,2015-12-02,2016-06-30,,https://patents.google.com/patent/US20160187651A1/en,https://patentimages.storage.googleapis.com/b3/ab/cc/1b664f75be0fc5/US20160187651A1-20160630-D00000.png,,,
US-2012327125-A1,System and method for close-range movement tracking ,"Omek Interactive, Ltd.","Gershom Kutliroff, Yaron Yanai, Amit Bleiweiss, Shahar Fleishman, Yotam Livny, Jonathan Epstein",2011-06-23,2012-06-25,2012-12-27,,https://patents.google.com/patent/US20120327125A1/en,https://patentimages.storage.googleapis.com/72/65/5c/ff11d3b7c6f191/US20120327125A1-20121227-D00000.png,,,
US-2012150598-A1,"Social retail referral control apparatuses, methods and systems ",Alfred William Griggs,Alfred William Griggs,2010-09-02,2011-09-02,2012-06-14,,https://patents.google.com/patent/US20120150598A1/en,https://patentimages.storage.googleapis.com/19/b8/72/1270108830947d/US20120150598A1-20120614-D00000.png,,,
US-2007233335-A1,Method and apparatus for optimizing railroad train operation for a train including multiple distributed-power locomotives ,"Ajith Kuttannair Kumar, Glenn Robert Shaffer, Lawry Brian D, Wolfgang Daum","Ajith Kuttannair Kumar, Glenn Robert Shaffer, Brian D. Lawry, Wolfgang Daum",2006-03-20,2006-12-08,2007-10-04,,https://patents.google.com/patent/US20070233335A1/en,https://patentimages.storage.googleapis.com/US20070233335A1/US20070233335A1-20071004-D00000.png,,,
US-2006293597-A1,Apparatus and method for imaging objects with wavefields ,"Techniscan, Inc.","Steven Johnson, David Borup, James Wiskin, Michael Berggren, Frank Natterer, F. Wubbeling, Yongzhi Zhang, Douglas Christensen, Frank Stenger",1996-08-29,2006-05-17,2006-12-28,,https://patents.google.com/patent/US20060293597A1/en,https://patentimages.storage.googleapis.com/US20060293597A1/US20060293597A1-20061228-D00000.png,,,
